Time,Temperature,Humidity,Pressure,SoundLvL
1716886567227272408,22.38,991.33,47.86,-70.06
1716886567312742044,22.37,991.39,47.86,-68.19
1716886567420128033,22.38,991.32,47.86,-60.79
1716886567526541106,22.37,991.34,47.87,-67.06
1716886567623232877,22.37,991.31,47.88,-67.72
1716886567729401002,22.37,991.39,47.87,-58.25
1716886567814952148,22.38,991.32,47.87,-63.03
1716886567921899335,22.38,991.40,47.87,-69.60
1716886568028612200,22.38,991.35,47.89,-69.42
1716886568125073919,22.37,991.37,47.88,-61.65
1716886568220750064,22.37,991.39,47.87,-57.86
1716886568316675950,22.37,991.31,47.87,-67.95
1716886568424194439,22.38,991.38,47.87,-69.61
1716886568530303033,22.37,991.37,47.86,-69.32
1716886568615193033,22.38,991.29,47.87,-69.47
1716886568722006262,22.38,991.35,47.88,-69.87
1716886568818127304,22.37,991.36,47.86,-67.24
1716886568925295168,22.37,991.39,47.87,-61.59
1716886569021233397,22.37,991.31,47.87,-65.01
1716886569117567095,22.37,991.37,47.87,-68.06
1716886569224266262,22.37,991.34,47.87,-67.80
1716886569330874179,22.38,991.32,47.87,-69.54
1716886569416219283,22.37,991.45,47.86,-68.44
1716886569523584022,22.37,991.36,47.87,-70.05
1716886569619775480,22.37,991.37,47.87,-70.30
1716886569726113814,22.36,991.30,47.86,-69.73
1716886569832665064,22.37,991.31,47.87,-69.92
1716886569918206730,22.37,991.31,47.87,-69.94
1716886570024917199,22.37,991.33,47.87,-69.67
1716886570120991209,22.37,991.26,47.87,-68.37
1716886570227800897,22.37,991.39,47.86,-66.95
1716886570323897355,22.36,991.41,47.87,-68.70
1716886570419992459,22.37,991.31,47.87,-68.43
1716886570526663188,22.38,991.32,47.87,-69.14
1716886570633337303,22.37,991.33,47.86,-70.15
1716886570718849751,22.37,991.39,47.85,-67.12
1716886570825874907,22.37,991.31,47.85,-67.34
1716886570922593292,22.37,991.39,47.85,-69.94
1716886571029074022,22.37,991.33,47.84,-68.04
1716886571125092615,22.36,991.35,47.83,-67.96
1716886571220785480,22.37,991.36,47.84,-69.33
1716886571327911365,22.37,991.36,47.83,-69.99
1716886571423812563,22.36,991.34,47.82,-69.74
1716886571519795376,22.36,991.34,47.85,-67.96
1716886571626914178,22.36,991.37,47.83,-68.71
1716886571722472928,22.36,991.41,47.80,-70.08
1716886571829338292,22.36,991.34,47.81,-70.45
1716886571936050532,22.36,991.35,47.80,-69.37
1716886572021300480,22.36,991.37,47.81,-69.91
1716886572128304750,22.36,991.40,47.81,-68.82
1716886572224132094,22.35,991.36,47.80,-62.26
1716886572330766157,22.36,991.38,47.79,-67.52
1716886572426851157,22.37,991.34,47.82,-70.63
1716886572522741261,22.36,991.35,47.81,-69.14
1716886572629574334,22.36,991.34,47.80,-66.91
1716886572725017771,22.35,991.34,47.83,-67.35
1716886572821927302,22.35,991.34,47.82,-60.31
1716886572928675323,22.36,991.30,47.82,-63.54
1716886573024732198,22.36,991.40,47.83,-66.34
1716886573131381521,22.37,991.39,47.83,-66.94
1716886573217046885,22.36,991.30,47.82,-66.27
1716886573323272302,22.36,991.32,47.84,-67.57
1716886573430272406,22.36,991.32,47.85,-65.69
1716886573526474333,22.34,991.27,47.85,-69.19
1716886573622268969,22.36,991.32,47.85,-68.89
1716886573729047146,22.36,991.32,47.86,-69.52
1716886573825091156,22.36,991.34,47.85,-70.18
1716886573931785948,22.36,991.34,47.84,-69.26
1716886574016941416,22.36,991.38,47.86,-54.27
1716886574124045479,22.35,991.36,47.85,-53.20
1716886574230463812,22.35,991.39,47.87,-68.33
1716886574326439072,22.35,991.34,47.85,-68.27
1716886574433171156,22.34,991.32,47.87,-59.51
1716886574518428552,22.35,991.33,47.87,-61.27
1716886574625202874,22.35,991.28,47.85,-63.47
1716886574732060947,22.35,991.28,47.87,-62.27
1716886574827994281,22.35,991.33,47.87,-65.96
1716886574923888656,22.35,991.33,47.86,-66.98
1716886575030669801,22.35,991.36,47.89,-67.55
1716886575126595010,22.34,991.31,47.89,-69.83
1716886575233371051,22.35,991.27,47.89,-70.51
1716886575318578395,22.35,991.39,47.89,-69.24
1716886575425287457,22.36,991.32,47.90,-70.07
1716886575531930895,22.35,991.36,47.89,-70.01
1716886575627946259,22.35,991.36,47.89,-68.26
1716886575723965530,22.34,991.35,47.87,-56.31
1716886575820611989,22.35,991.33,47.88,-57.55
1716886575926743916,22.35,991.36,47.90,-52.43
1716886576033059645,22.35,991.36,47.88,-59.50
1716886576117777978,22.34,991.40,47.90,-61.49
1716886576225375530,22.36,991.37,47.89,-40.71
1716886576321353343,22.35,991.27,47.90,-42.95
1716886576428145478,22.35,991.39,47.90,-45.52
1716886576534653082,22.36,991.34,47.89,-47.94
1716886576620235530,22.35,991.33,47.89,-57.38
1716886576726744749,22.36,991.32,47.90,-59.91
1716886576833391571,22.35,991.31,47.91,-54.66
1716886576929373342,22.35,991.39,47.90,-55.75
1716886577025460582,22.35,991.39,47.90,-52.47
1716886577121298446,22.35,991.31,47.90,-58.27
1716886577228072040,22.34,991.32,47.92,-60.10
1716886577334650373,22.35,991.41,47.91,-64.33
1716886577420044800,22.35,991.44,47.91,-61.54
1716886577526536780,22.36,991.35,47.92,-60.85
1716886577622638030,22.35,991.34,47.92,-59.09
1716886577729234852,22.35,991.36,47.90,-63.67
1716886577825455009,22.36,991.35,47.90,-66.81
1716886577921246050,22.35,991.36,47.90,-64.36
1716886578028002977,22.35,991.31,47.92,-50.36
1716886578134635842,22.35,991.31,47.92,-59.59
1716886578220273342,22.36,991.37,47.92,-65.67
1716886578326647613,22.35,991.39,47.91,-65.50
1716886578422821675,22.35,991.39,47.93,-65.97
1716886578529389331,22.35,991.34,47.93,-53.12
1716886578635983758,22.35,991.39,47.92,-48.55
1716886578721360217,22.36,991.34,47.93,-51.65
1716886578828067404,22.35,991.30,47.93,-50.91
1716886578923997248,22.35,991.36,47.92,-58.64
1716886579030620789,22.36,991.29,47.92,-61.44
1716886579126576102,22.36,991.37,47.94,-66.80
1716886579222495529,22.36,991.34,47.94,-62.52
1716886579329535998,22.35,991.34,47.93,-58.42
1716886579425304852,22.36,991.29,47.93,-40.82
1716886579521211206,22.35,991.34,47.93,-40.47
1716886579628004123,22.36,991.35,47.93,-57.19
1716886579723901883,22.36,991.29,47.95,-61.64
1716886579830568966,22.35,991.33,47.96,-61.04
1716886579926388237,22.36,991.34,47.94,-64.21
1716886580022486102,22.35,991.34,47.95,-63.83
1716886580128975268,22.35,991.36,47.94,-63.19
1716886580224833706,22.35,991.27,47.94,-67.01
1716886580320768028,22.35,991.36,47.96,-63.95
1716886580427432247,22.34,991.35,47.95,-65.20
1716886580523464122,22.34,991.35,47.96,-65.23
1716886580630083393,22.35,991.34,47.96,-61.77
1716886580715581258,22.35,991.36,47.95,-65.79
1716886580822305216,22.37,991.36,47.95,-64.74
1716886580928643028,22.35,991.36,47.96,-66.69
1716886581024805164,22.36,991.32,47.96,-67.70
1716886581131206830,22.35,991.33,47.96,-64.27
1716886581227270684,22.35,991.33,47.97,-66.90
1716886581323353549,22.36,991.35,47.96,-66.49
1716886581429960788,22.36,991.41,47.97,-64.80
1716886581525925893,22.36,991.34,47.97,-67.61
1716886581621866674,22.35,991.36,47.97,-64.71
1716886581728652507,22.36,991.30,47.96,-67.74
1716886581824468028,22.36,991.34,47.97,-65.94
1716886581931305580,22.36,991.32,47.96,-69.16
1716886582016543236,22.36,991.32,47.97,-67.45
1716886582123138757,22.35,991.34,47.97,-66.00
1716886582229869799,22.36,991.35,47.97,-67.68
1716886582325861986,22.36,991.34,47.96,-66.18
1716886582421907299,22.36,991.37,47.97,-68.03
1716886582528972923,22.36,991.32,47.95,-68.63
1716886582624942819,22.36,991.32,47.96,-64.23
1716886582731441725,22.35,991.28,47.96,-62.43
1716886582817449278,22.36,991.27,47.96,-65.65
1716886582923770840,22.36,991.35,47.95,-66.19
1716886583030300580,22.36,991.35,47.95,-65.80
1716886583126237975,22.35,991.34,47.96,-67.21
1716886583232707507,22.36,991.34,47.95,-66.69
1716886583318015944,22.36,991.30,47.96,-65.19
1716886583424991986,22.36,991.38,47.97,-68.87
1716886583531506934,22.36,991.35,47.96,-69.96
1716886583627780840,22.36,991.32,47.95,-68.66
1716886583723468183,22.36,991.29,47.97,-68.83
1716886583819559485,22.37,991.37,47.97,-69.86
1716886583926293183,22.36,991.34,47.97,-69.99
1716886584033170787,22.36,991.34,47.97,-69.24
1716886584117856308,22.38,991.38,47.95,-68.79
1716886584224571829,22.36,991.35,47.96,-68.35
1716886584331142923,22.37,991.31,47.97,-56.91
1716886584427135371,22.37,991.36,47.96,-49.62
1716886584523575058,22.37,991.37,47.97,-65.51
1716886584619659069,22.36,991.32,47.96,-65.30
1716886584726031621,22.36,991.34,47.96,-65.34
1716886584832746256,22.36,991.30,47.96,-67.15
1716886584917907766,22.36,991.38,47.96,-67.44
1716886585024744589,22.36,991.30,47.96,-69.72
1716886585120594277,22.36,991.30,47.96,-69.90
1716886585227411047,22.36,991.32,47.97,-68.70
1716886585333971672,22.36,991.32,47.96,-63.80
1716886585419372141,22.36,991.30,47.96,-67.79
1716886585526132454,22.36,991.30,47.99,-67.31
1716886585632897766,22.37,991.41,47.96,-63.46
1716886585728955995,22.36,991.41,47.96,-63.60
1716886585824871464,22.36,991.32,47.98,-62.62
1716886585920949797,22.36,991.32,47.98,-68.62
1716886586027565110,22.36,991.35,47.97,-70.01
1716886586134140526,22.37,991.42,47.96,-70.43
1716886586219414328,22.37,991.36,47.97,-64.89
1716886586326075318,22.37,991.36,47.97,-67.97
1716886586422006307,22.37,991.39,47.98,-62.12
1716886586529188703,22.37,991.39,47.96,-63.51
1716886586624703547,22.36,991.29,47.97,-68.26
1716886586720628286,22.37,991.34,47.98,-68.80
1716886586827319120,22.36,991.35,47.98,-69.25
1716886586923261203,22.37,991.36,47.97,-67.54
1716886587019263755,22.36,991.27,47.99,-67.21
1716886587126117349,22.37,991.37,47.97,-68.33
1716886587222050786,22.37,991.31,47.96,-60.29
1716886587328623807,22.36,991.26,47.96,-65.10
1716886587435310942,22.36,991.30,47.92,-64.23
1716886587520958390,22.35,991.39,47.91,-68.21
1716886587627454536,22.36,991.35,47.92,-66.46
1716886587723540786,22.35,991.36,47.91,-68.22
1716886587829269432,22.35,991.34,47.91,-70.24
1716886587926285161,22.34,991.32,47.90,-66.78
1716886588022282088,22.35,991.39,47.91,-65.03
1716886588128932609,22.35,991.31,47.91,-68.73
1716886588224890838,22.35,991.27,47.90,-69.09
1716886588320864067,22.34,991.35,47.89,-68.19
1716886588427880005,22.36,991.37,47.90,-68.03
1716886588523511671,22.36,991.32,47.89,-68.74
1716886588630207921,22.36,991.32,47.88,-69.47
1716886588726047244,22.36,991.37,47.86,-69.86
1716886588822030265,22.35,991.34,47.89,-69.73
1716886588928707869,22.36,991.35,47.88,-70.40
1716886589024602973,22.35,991.36,47.87,-69.99
1716886589120756931,22.36,991.34,47.88,-69.58
1716886589227269431,22.35,991.34,47.87,-68.40
1716886589323334848,22.36,991.32,47.87,-68.20
1716886589430108598,22.36,991.34,47.86,-67.53
1716886589515483962,22.35,991.34,47.87,-67.90
1716886589622111619,22.35,991.36,47.89,-67.50
1716886589728820681,22.35,991.39,47.87,-67.72
1716886589824733181,22.35,991.28,47.87,-68.90
1716886589931295421,22.36,991.41,47.87,-65.33
1716886590027345785,22.35,991.38,47.87,-68.70
1716886590123399014,22.36,991.40,47.87,-56.83
1716886590230271931,22.35,991.39,47.87,-60.05
1716886590326430004,22.36,991.37,47.88,-59.95
1716886590422266827,22.35,991.36,47.86,-63.35
1716886590529076098,22.36,991.32,47.89,-63.20
1716886590624789275,22.35,991.31,47.89,-63.06
1716886590731349483,22.36,991.40,47.87,-44.44
1716886590816611774,22.35,991.36,47.89,-52.36
1716886590923408962,22.35,991.39,47.89,-62.56
1716886591030131983,22.36,991.32,47.89,-65.00
1716886591126045108,22.36,991.34,47.89,-67.70
1716886591222225472,22.35,991.39,47.88,-66.75
1716886591318037764,22.35,991.34,47.89,-66.96
1716886591424769066,22.36,991.43,47.89,-66.56
1716886591531766149,22.36,991.37,47.87,-63.38
1716886591627326410,22.35,991.36,47.89,-61.71
1716886591723385785,22.36,991.34,47.87,-63.53
1716886591830146618,22.36,991.38,47.87,-66.06
1716886591926046982,22.36,991.40,47.88,-60.59
1716886592032669639,22.36,991.34,47.89,-67.48
1716886592118011774,22.35,991.34,47.87,-66.81
1716886592224691201,22.36,991.37,47.89,-65.61
1716886592331361930,22.36,991.34,47.90,-65.28
1716886592427346670,22.35,991.28,47.89,-65.01
1716886592523327711,22.36,991.37,47.90,-67.42
1716886592619356618,22.36,991.35,47.91,-57.18
1716886592726094795,22.35,991.34,47.89,-66.49
1716886592832810107,22.35,991.34,47.90,-69.40
1716886592918391513,22.35,991.34,47.88,-70.14
1716886593024745836,22.36,991.34,47.89,-65.73
1716886593131546982,22.36,991.41,47.90,-60.21
1716886593227338388,22.35,991.34,47.91,-61.58
1716886593333903232,22.36,991.30,47.92,-66.24
1716886593419305628,22.36,991.30,47.91,-65.50
1716886593526014586,22.36,991.34,47.92,-65.94
1716886593632789169,22.36,991.35,47.93,-65.71
1716886593728752555,22.35,991.36,47.92,-58.99
1716886593824591565,22.36,991.41,47.92,-57.09
1716886593920779586,22.35,991.34,47.93,-63.72
1716886594027349534,22.36,991.34,47.94,-64.59
1716886594134146929,22.35,991.36,47.93,-63.60
1716886594219355888,22.36,991.32,47.92,-63.19
1716886594326029013,22.36,991.32,47.94,-54.60
1716886594422052346,22.35,991.34,47.92,-63.90
1716886594528691565,22.35,991.39,47.93,-64.60
1716886594624716617,22.35,991.25,47.93,-65.26
1716886594720876096,22.35,991.36,47.92,-62.54
1716886594827325419,22.35,991.36,47.91,-63.09
1716886594934000315,22.35,991.34,47.91,-67.75
1716886595019349377,22.35,991.27,47.93,-54.67
1716886595126188231,22.35,991.36,47.91,-60.37
1716886595222136929,22.35,991.27,47.90,-70.00
1716886595328674742,22.35,991.34,47.92,-71.07
1716886595435304794,22.34,991.35,47.91,-68.18
1716886595520735158,22.35,991.34,47.92,-60.55
1716886595627360106,22.34,991.32,47.90,-54.41
1716886595723331564,22.35,991.33,47.92,-63.52
1716886595830138491,22.35,991.34,47.89,-69.65
1716886595926074689,22.36,991.32,47.91,-70.27
1716886596021958127,22.35,991.34,47.92,-59.68
1716886596128797502,22.35,991.28,47.92,-66.42
1716886596235373283,22.35,991.36,47.90,-69.97
1716886596320739377,22.35,991.31,47.93,-70.51
1716886596427262866,22.35,991.31,47.92,-69.94
1716886596523433126,22.36,991.32,47.92,-63.18
1716886596630129220,22.35,991.39,47.92,-58.40
1716886596726029116,22.35,991.34,47.92,-63.68
1716886596821976147,22.35,991.27,47.92,-67.84
1716886596928619897,22.36,991.32,47.92,-68.79
1716886597024948335,22.34,991.37,47.93,-67.53
1716886597120948282,22.35,991.36,47.92,-69.13
1716886597227501512,22.35,991.39,47.92,-56.26
1716886597323493907,22.34,991.35,47.93,-63.51
1716886597430161303,22.35,991.34,47.94,-68.36
1716886597536843022,22.35,991.34,47.90,-60.91
1716886597622261043,22.35,991.34,47.92,-62.11
1716886597728931824,22.35,991.30,47.93,-68.22
1716886597824700209,22.35,991.36,47.93,-66.02
1716886597931553334,22.34,991.32,47.90,-64.66
1716886598027414324,22.34,991.29,47.93,-66.91
1716886598123494845,22.35,991.39,47.93,-68.14
1716886598230319115,22.35,991.36,47.92,-68.48
1716886598326154688,22.35,991.33,47.92,-67.40
1716886598422040782,22.35,991.30,47.93,-64.64
1716886598528821094,22.35,991.27,47.94,-68.32
1716886598624809740,22.35,991.38,47.94,-69.09
1716886598731467865,22.34,991.35,47.93,-68.34
1716886598816878126,22.35,991.36,47.93,-67.40
1716886598923420782,22.35,991.36,47.94,-64.98
1716886599030038438,22.35,991.41,47.95,-63.91
1716886599126173594,22.34,991.37,47.93,-64.51
1716886599222210834,22.34,991.37,47.96,-60.10
1716886599328927813,22.33,991.33,47.95,-65.69
1716886599424850365,22.34,991.34,47.96,-66.25
1716886599531299167,22.35,991.38,47.96,-65.26
1716886599616736302,22.34,991.37,47.96,-61.25
1716886599723335990,22.34,991.35,47.97,-70.24
1716886599829962396,22.34,991.34,47.96,-70.57
1716886599925952031,22.34,991.32,47.97,-69.08
1716886600032772344,22.34,991.34,47.98,-65.36
1716886600118013333,22.34,991.37,47.96,-60.74
1716886600224785208,22.33,991.33,47.98,-65.01
1716886600331276198,22.35,991.39,47.97,-60.83
1716886600427813750,22.34,991.29,47.96,-55.44
1716886600523430729,22.34,991.35,47.96,-62.49
1716886600630187083,22.34,991.37,47.96,-65.53
1716886600726027344,22.34,991.32,47.99,-64.68
1716886600832810469,22.34,991.31,47.97,-66.48
1716886600917990312,22.34,991.40,47.99,-65.39
1716886601024621354,22.34,991.34,47.99,-65.64
1716886601131554479,22.34,991.31,47.99,-62.61
1716886601227224843,22.34,991.40,47.97,-62.45
1716886601323234791,22.34,991.29,47.97,-69.77
1716886601419232812,22.34,991.31,47.99,-67.09
1716886601526103385,22.34,991.37,47.97,-66.07
1716886601632788072,22.34,991.37,47.98,-68.61
1716886601717955364,22.34,991.27,47.96,-69.56
1716886601824644322,22.35,991.30,47.96,-69.46
1716886601920630520,22.34,991.27,47.96,-67.82
1716886602027289895,22.33,991.30,47.95,-67.91
1716886602133750781,22.33,991.36,47.94,-70.55
1716886602219327499,22.34,991.37,47.94,-69.15
1716886602325962395,22.34,991.35,47.95,-64.50
1716886602432793333,22.34,991.37,47.94,-67.68
1716886602528606301,22.34,991.34,47.93,-63.39
1716886602624762551,22.32,991.34,47.92,-54.82
1716886602720788853,22.34,991.39,47.93,-62.88
1716886602827554895,22.33,991.39,47.93,-69.14
1716886602934082707,22.33,991.39,47.94,-68.34
1716886603019125207,22.34,991.29,47.93,-66.93
1716886603126020728,22.33,991.36,47.92,-62.31
1716886603221966718,22.33,991.33,47.94,-68.05
1716886603328676509,22.34,991.39,47.94,-68.54
1716886603424924947,22.33,991.41,47.94,-68.95
1716886603520814999,22.33,991.36,47.94,-66.93
1716886603627563280,22.34,991.42,47.94,-66.65
1716886603733253020,22.33,991.36,47.93,-69.38
1716886603819332863,22.33,991.36,47.96,-68.28
1716886603925909999,22.34,991.39,47.95,-57.37
1716886604022123228,22.33,991.39,47.96,-62.04
1716886604128802967,22.34,991.37,47.94,-69.17
1716886604235489374,22.33,991.36,47.94,-69.59
1716886604320882290,22.33,991.30,47.94,-64.23
1716886604427514582,22.33,991.33,47.94,-60.34
1716886604523320363,22.33,991.36,47.94,-63.56
1716886604630205884,22.34,991.40,47.94,-65.29
1716886604725993644,22.33,991.35,47.94,-66.60
1716886604822267238,22.33,991.28,47.94,-66.93
1716886604929015155,22.33,991.41,47.93,-67.39
1716886605024874165,22.33,991.36,47.96,-67.71
1716886605120751144,22.33,991.30,47.93,-67.33
1716886605227480050,22.34,991.34,47.94,-68.82
1716886605323452446,22.34,991.37,47.94,-68.92
1716886605430142238,22.34,991.34,47.96,-58.12
1716886605526377915,22.34,991.43,47.96,-61.00
1716886605621970779,22.33,991.33,47.95,-51.90
1716886605729401873,22.34,991.31,47.94,-62.13
1716886605824671717,22.33,991.33,47.95,-64.10
1716886605920611404,22.34,991.37,47.96,-55.76
1716886606027245675,22.33,991.36,47.96,-52.54
1716886606123406717,22.33,991.44,47.96,-64.45
1716886606230023019,22.33,991.35,47.96,-64.19
1716886606315510258,22.34,991.37,47.95,-64.06
1716886606422044841,22.33,991.41,47.97,-65.13
1716886606528767237,22.33,991.32,47.96,-65.03
1716886606624712862,22.34,991.29,47.97,-64.12
1716886606731315206,22.34,991.31,47.96,-64.27
1716886606827301143,22.34,991.31,47.97,-57.03
1716886606923198383,22.33,991.41,47.96,-65.15
1716886607029874945,22.33,991.35,47.97,-69.28
1716886607125936977,22.34,991.46,47.97,-69.16
1716886607222055727,22.33,991.30,47.97,-68.57
1716886607328621195,22.33,991.36,47.99,-67.43
1716886607424849476,22.34,991.31,47.97,-59.92
1716886607531305466,22.32,991.37,47.98,-67.41
1716886607616627289,22.34,991.39,47.99,-63.11
1716886607723409476,22.33,991.44,47.99,-64.69
1716886607830014476,22.34,991.39,47.96,-65.89
1716886607926032028,22.33,991.41,47.97,-65.41
1716886608021976039,22.33,991.36,47.97,-66.24
1716886608128648747,22.32,991.34,47.97,-66.31
1716886608224430622,22.33,991.39,47.96,-62.01
1716886608332109424,22.31,991.32,47.97,-64.88
1716886608416860882,22.33,991.38,47.95,-66.81
1716886608523398070,22.33,991.36,47.96,-68.39
1716886608630195570,22.32,991.39,47.96,-68.67
1716886608726129476,22.32,991.37,47.95,-68.20
1716886608832715622,22.33,991.33,47.97,-65.69
1716886608918033590,22.33,991.38,47.96,-59.76
1716886609024869840,22.32,991.37,47.94,-57.86
1716886609131409372,22.33,991.32,47.96,-60.92
1716886609227478903,22.33,991.36,47.96,-63.40
1716886609323485413,22.33,991.32,47.96,-65.24
1716886609419456976,22.33,991.36,47.96,-61.26
1716886609526211872,22.31,991.27,47.96,-67.30
1716886609632966767,22.33,991.32,47.96,-70.10
1716886609718068694,22.33,991.38,47.96,-70.74
1716886609824886298,22.33,991.27,47.97,-69.12
1716886609931433486,22.33,991.39,47.96,-60.63
1716886610027656455,22.33,991.36,47.97,-69.65
1716886610123486403,22.33,991.38,47.97,-57.89
1716886610219464475,22.32,991.32,47.97,-38.36
1716886610326038121,22.33,991.33,47.96,-68.62
1716886610432921819,22.32,991.36,47.99,-59.63
1716886610518168277,22.33,991.39,47.98,-65.36
1716886610625084423,22.30,991.31,47.99,-65.02
1716886610720958954,22.32,991.34,47.97,-66.28
1716886610827712340,22.32,991.32,47.98,-69.24
1716886610934874788,22.33,991.40,47.99,-65.43
1716886611019555673,22.33,991.41,47.99,-68.54
1716886611126104996,22.32,991.34,48.00,-68.05
1716886611232978902,22.33,991.28,47.99,-68.61
1716886611329018850,22.33,991.38,48.00,-68.10
1716886611425319006,22.33,991.35,48.01,-68.79
1716886611521401454,22.33,991.44,48.00,-58.33
1716886611628124214,22.33,991.30,47.99,-65.48
1716886611734833069,22.33,991.41,48.02,-63.18
1716886611820494631,22.33,991.32,48.00,-56.51
1716886611927155985,22.33,991.36,48.00,-63.23
1716886612023263485,22.32,991.37,48.00,-57.05
1716886612129929110,22.32,991.37,48.02,-59.28
1716886612226090152,22.33,991.33,48.00,-56.54
1716886612322193798,22.32,991.34,48.00,-56.16
1716886612428965308,22.33,991.39,48.00,-58.44
1716886612525291975,22.32,991.37,48.01,-66.51
1716886612621147079,22.32,991.37,47.99,-68.79
1716886612728120099,22.33,991.36,48.00,-64.45
1716886612824102704,22.32,991.37,48.02,-57.47
1716886612930718381,22.32,991.37,47.99,-61.13
1716886613037490360,22.33,991.41,47.99,-64.12
1716886613122931193,22.32,991.37,47.99,-68.73
1716886613229813537,22.33,991.36,48.02,-68.15
1716886613325772703,22.33,991.43,48.02,-69.06
1716886613432769995,22.34,991.39,48.02,-68.31
1716886613528617130,22.32,991.42,48.00,-62.32
1716886613624700932,22.33,991.35,48.01,-66.48
1716886613731420984,22.33,991.40,48.00,-64.88
1716886613827464370,22.31,991.30,48.01,-64.84
1716886613923735984,22.32,991.32,48.00,-66.94
1716886614030304630,22.32,991.34,48.02,-65.21
1716886614126344682,22.32,991.32,48.02,-67.58
1716886614233222599,22.33,991.38,48.02,-69.23
1716886614329157078,22.32,991.36,48.02,-69.04
1716886614425265984,22.33,991.43,48.01,-67.65
1716886614532062338,22.32,991.36,47.99,-69.55
1716886614628100463,22.32,991.34,48.02,-70.13
1716886614724250828,22.32,991.37,48.00,-68.83
1716886614830797026,22.33,991.36,48.00,-69.42
1716886614926866817,22.32,991.33,48.00,-42.95
1716886615033416817,22.33,991.35,48.01,-43.22
1716886615118975411,22.33,991.38,48.00,-57.53
1716886615225621296,22.33,991.38,48.00,-64.62
1716886615332447911,22.32,991.28,48.02,-68.43
1716886615428572755,22.33,991.35,47.99,-68.50
1716886615535273953,22.30,991.37,47.99,-65.72
1716886615631353692,22.31,991.35,48.00,-58.90
1716886615727901921,22.32,991.33,48.00,-70.57
1716886615834466348,22.32,991.40,48.00,-71.38
1716886615930734786,22.32,991.29,47.99,-67.58
1716886616027173067,22.30,991.30,48.00,-69.45
1716886616134253744,22.32,991.39,48.00,-65.71
1716886616230678536,22.32,991.36,48.01,-63.74
1716886616337602754,22.31,991.41,47.99,-52.66
1716886616423175775,22.32,991.33,48.00,-62.71
1716886616530306661,22.31,991.38,48.01,-67.11
1716886616637131348,22.32,991.32,48.00,-65.37
1716886616733830150,22.30,991.28,48.00,-68.84
1716886616829917181,22.32,991.31,48.01,-67.56
1716886616925938327,22.32,991.34,47.99,-64.77
1716886617032936192,22.32,991.37,47.99,-64.69
1716886617140022233,22.32,991.36,47.99,-59.30
1716886617236389837,22.31,991.27,47.99,-66.04
1716886617332655619,22.31,991.29,48.01,-66.42
1716886617439719212,22.31,991.38,47.99,-57.39
1716886617536095306,22.31,991.33,47.99,-66.79
1716886617642744577,22.32,991.31,47.98,-68.15
1716886617728434941,22.32,991.33,47.98,-62.47
1716886617835367285,22.33,991.38,48.00,-63.09
1716886617942123379,22.32,991.34,47.99,-69.76
1716886618038426972,22.33,991.38,47.99,-69.03
1716886618134988222,22.32,991.40,48.01,-70.44
1716886618231102233,22.32,991.40,47.99,-70.97
1716886618338203379,22.32,991.39,47.98,-63.54
1716886618445136868,22.32,991.36,48.00,-61.93
1716886618530563587,22.31,991.32,48.01,-48.27
1716886618637726764,22.30,991.37,47.99,-71.40
1716886618744651139,22.30,991.34,48.01,-71.31
1716886618840899420,22.30,991.39,48.00,-70.28
1716886618947931816,22.31,991.37,48.02,-69.27
1716886619033340201,22.32,991.39,48.02,-67.36
1716886619140350410,22.32,991.37,48.02,-69.68
1716886619247116868,22.31,991.37,48.03,-70.01
1716886619343318795,22.30,991.34,48.03,-70.26
1716886619439850097,22.32,991.36,48.02,-69.61
1716886619535886139,22.32,991.31,48.03,-70.82
1716886619642589784,22.31,991.40,48.03,-71.06
1716886619749596711,22.30,991.33,48.03,-69.71
1716886619834895618,22.32,991.31,48.02,-70.97
1716886619942274732,22.30,991.34,48.03,-70.50
1716886620038312440,22.30,991.30,48.04,-70.65
1716886620144903482,22.32,991.33,48.03,-70.16
1716886620240916503,22.32,991.39,48.04,-70.65
1716886620337000201,22.32,991.37,48.04,-63.66
1716886620443975201,22.31,991.35,48.05,-63.75
1716886620550842336,22.33,991.32,48.04,-68.34
1716886620636515409,22.32,991.34,48.04,-57.88
1716886620743105721,22.32,991.39,48.06,-70.31
1716886620839039680,22.32,991.37,48.04,-71.01
1716886620946294940,22.32,991.36,48.03,-70.12
1716886621053159055,22.30,991.26,48.05,-70.65
1716886621137716971,22.32,991.40,48.05,-70.35
1716886621245209523,22.30,991.31,48.02,-70.29
1716886621341117596,22.30,991.33,48.03,-54.98
1716886621447856034,22.30,991.31,48.02,-54.18
1716886621544308638,22.29,991.32,48.01,-65.28
1716886621640487804,22.31,991.35,48.00,-64.38
1716886621746543794,22.31,991.33,47.99,-68.66
1716886621853652179,22.30,991.36,48.00,-64.70
1716886621939101086,22.30,991.33,47.98,-51.55
1716886622045790356,22.30,991.30,47.99,-53.43
1716886622141824315,22.29,991.35,47.97,-49.46
1716886622248277700,22.29,991.34,47.99,-58.46
1716886622344650512,22.29,991.35,47.96,-62.57
1716886622440613117,22.29,991.26,47.97,-67.28
1716886622546898012,22.29,991.32,47.96,-64.64
1716886622643156606,22.29,991.34,47.97,-60.39
1716886622739058846,22.29,991.34,47.97,-48.84
1716886622845914523,22.28,991.28,47.97,-58.75
1716886622941669523,22.28,991.31,47.94,-67.54
1716886623048555981,22.29,991.40,47.96,-61.21
